Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 540i Aut. M-Sportpaket+Navi Prof.+HUD+LED+Leder+,2018,250 kW (340 CP),Benzina, 14.300 km,automata,62.480 EUR (brut) 52.504 EUR (net)
BMW 520d dA Navi Prof Business Paket,2017,140 kW (190 CP),Diesel, 10.200 km,automata,29.000 EUR (brut)
BMW 525d Aut.,2013,160 kW (218 CP),Diesel, 97.000 km,automata,23.800 EUR (brut)
BMW 535 Gran Turismo,2011,210 kW (286 CP),Diesel, 168.000 km,automata,23.500 EUR (brut)
BMW 525d Aut.,2011,150 kW (204 CP),Diesel, 89.996 km,automata,18.350 EUR (brut)
"BMW 535d, Navi, Head-Up, ACC",2011,220 kW (299 CP),Diesel, 149.985 km,automata,19.990 EUR (brut)
BMW 525d Aut. head up display  Facelift,2007,145 kW (197 CP),Diesel, 185.000 km,automata,9.000 EUR (brut)
BMW 523 523i*NAVI*LEDER*XENON*SCHIEBEDACH*NUR 81TKM*,2010,150 kW (204 CP),Benzina, 81.161 km,automata,19.990 EUR (brut)
"BMW 530 Gran Turismo HUD KAMERA AHK NAVI 18""ALU",2014,190 kW (258 CP),Diesel, 68.307 km,automata,28.990 EUR (brut) 24.361 EUR (net)
BMW 540i xDrive Limousine M Sportpaket Innovationsp.,2017,250 kW (340 CP),Benzina, 16.710 km,automata,53.660 EUR (brut) 45.092 EUR (net)
"BMW 535ix F10 M-SPORTPAKET, 20"", Komfortsitze, NAVI,",2011,225 kW (306 CP),Benzina, 223.541 km,automata,17.990 EUR (brut)
BMW 520d sport,2010,135 kW (184 CP),Diesel, 112.000 km,automata,17.350 EUR (brut)
BMW 535d,2005,200 kW (272 CP),Diesel, 390.000 km,automata,6.500 EUR (brut)
BMW 520d*M-Sport*Gestik*Softcl*HuD**LED*RFK*Massage*,2018,140 kW (190 CP),Diesel, 7.077 km,automata,43.900 EUR (brut)
BMW 520d,2009,130 kW (177 CP),Diesel, 186.237 km,manuala,9.000 EUR (brut)
BMW 530d X.drive Limosine,2011,110 kW (150 CP),Diesel, 139.500 km,automata,15.000 EUR (brut)
BMW 530d Aut. M-Paket,2006,170 kW (231 CP),Diesel, 204.000 km,automata,8.499 EUR (brut)
BMW 525d M Sportpaket Navi Prof. Innovationsp. AHK,2015,160 kW (218 CP),Diesel, 85.000 km,automata,32.930 EUR (brut) 27.672 EUR (net)
BMW 530d  PS 245,2010,180 kW (245 CP),Diesel, 197.000 km,automata,14.990 EUR (brut)
BMW 530i Aut.,2007,200 kW (272 CP),Benzina, 110.000 km,automata,10.500 EUR (brut)
BMW 525d Aut. Edition Lifestyle,2008,145 kW (197 CP),Diesel, 227.000 km,automata,6.900 EUR (brut)
BMW 525d Sport-Aut./1.HAND/UNFALLFREI/SHEFT/LUXURY..,2015,160 kW (218 CP),Diesel, 124.000 km,automata,20.900 EUR (brut)
BMW 520d,2006,120 kW (163 CP),Diesel, 179.798 km,manuala,6.250 EUR (brut)
BMW 530 Gran Turismo 530d xDrive *LEDER*NAVI*KAMERA*,2011,180 kW (245 CP),Diesel, 189.000 km,automata,13.990 EUR (brut)
BMW 525D F10 204PS SPORT PAKET,2010,150 kW (204 CP),Diesel, 192.600 km,automata,12.200 EUR (brut)
"BMW 530dA xDrive M-Sport,Standhz,HUD,ACC,AHK,RFK,GSD",2015,190 kW (258 CP),Diesel, 130.711 km,automata,32.649 EUR (brut) 27.436 EUR (net)
BMW 530d Lim. Navi Professional BiXenon Leder Aut.,2010,180 kW (245 CP),Diesel, 119.928 km,automata,16.800 EUR (brut)
"BMW 520d Sport Line, HUD, Navi Prof., Standheizung,",2017,140 kW (190 CP),Diesel, 11.500 km,automata,34.750 EUR (brut)
BMW 530d Aut. Luxury Line,2015,190 kW (258 CP),Diesel, 105.000 km,automata,28.500 EUR (brut)
BMW 523i Aut.,2006,130 kW (177 CP),Benzina, 144.000 km,automata,7.200 EUR (brut)
BMW 525d Sport-At. 530d  M-Paket XENON NAVI,2011,215 kW (292 CP),Diesel, 170.000 km,automata,16.499 EUR (brut)
BMW 535d xDrive Sport-Aut. Luxury Line,2015,230 kW (313 CP),Diesel, 85.000 km,automata,29.500 EUR (brut)
BMW 530d Aut. Luxury Line,2014,190 kW (258 CP),Diesel, 68.000 km,automata,24.800 EUR (brut)
BMW 530d Aut.,2005,170 kW (231 CP),Diesel, 218.000 km,automata,5.750 EUR (brut)
BMW 520 d Edition Sport Lim,2009,130 kW (177 CP),Diesel, 195.832 km,automata,5.850 EUR (brut)
BMW 520dA F10 AUTOMATIK LIMOUSINE NAVI XENON,2010,135 kW (184 CP),Diesel, 181.700 km,automata,11.449 EUR (brut)
BMW 520 d xDrive Msport DAB/GESTURE CONTROL/CERC,2018,140 kW (190 CP),Diesel, 17.400 km,automata,44.900 EUR (brut)
BMW 535 Gran Turismo,2010,220 kW (299 CP),Diesel, 180.671 km,automata,18.500 EUR (brut)
BMW 535d Gran Turismo *Hamann Umbau* Vollausstattung,2010,220 kW (299 CP),Diesel, 236.000 km,automata,15.500 EUR (brut)
BMW 530d Xenon HeadUp Navi,2010,180 kW (245 CP),Diesel, 235.000 km,automata,11.400 EUR (brut)
BMW 520 d xDrive Msport Stop&Go/CERCHI 20/HEAD U,2018,140 kW (190 CP),Diesel, 19.800 km,automata,47.900 EUR (brut)
BMW 520 d xDrive Msport Stop&Go/HEAD UP/ADAPTIVE,2018,140 kW (190 CP),Diesel, 26.600 km,automata,45.900 EUR (brut)
BMW 528i xDrive LEDER MEMORY Headup,2015,180 kW (245 CP),Benzina, 34.650 km,automata,26.900 EUR (brut)
BMW 520d AUT.Limousine+XENON+PDC+SHZ+LENKHZ+1HD+EU6+,2015,140 kW (190 CP),Diesel, 103.491 km,automata,21.990 EUR (brut) 18.479 EUR (net)
BMW 525d Aut. NAVI,2011,150 kW (204 CP),Diesel, 106.823 km,automata,14.998 EUR (brut)
BMW 530d xD Luxury Line/Sport L./Memory/H&K/18 LM,2015,190 kW (258 CP),Diesel, 119.521 km,automata,25.999 EUR (brut) 21.848 EUR (net)
BMW 530d,2005,160 kW (218 CP),Diesel, 277.000 km,manuala,5.000 EUR (brut)
BMW 535d xDrive*M Sport*Vollausstattung*Glasdach,2015,230 kW (313 CP),Diesel, 76.200 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 525d Head-Up Xenon Navi PDC SHZ,2010,150 kW (204 CP),Diesel, 131.623 km,manuala,8.950 EUR (brut)
BMW 530d*M-Paket*Alcantara*Sportsitze*,2005,170 kW (231 CP),Diesel, 289.300 km,automata,5.300 EUR (brut)
BMW 525d Limo/Navi/Sitzheizung/Xenon/Klima,2007,145 kW (197 CP),Diesel, 157.000 km,automata,6.900 EUR (brut)
BMW 5er 520d sehr gut Zustand,2007,130 kW (177 CP),Diesel, 163.000 km,automata,12.000 EUR (brut)
BMW 520d xDrive M Paket Leder Navi ACC Head Up,2016,140 kW (190 CP),Diesel, 104.988 km,automata,30.345 EUR (brut) 25.500 EUR (net)
BMW 523 RS*Klima*Navi*SHZ*PDC*Xen*Temp.*Garantie*,2010,150 kW (204 CP),Benzina, 91.474 km,automata,17.900 EUR (brut)
BMW 535 xDrive M-SPORTPAKET SOFTCLOSE HEAD UP,2012,230 kW (313 CP),Diesel, 165.000 km,automata,22.900 EUR (brut)
BMW 525 525d High Executive HEAD-UP ACHTERUITRIJCAME,2010,150 kW (204 CP),Diesel, 256.312 km,automata,11.454 EUR (brut)
"BMW 530 Gran Turismo 530dA xDrive,Xenon,Navi Prof",2010,180 kW (245 CP),Diesel, 199.000 km,automata,14.900 EUR (brut)
"BMW 525dA Xenon,Navi Prof.Leder,Softclose,EGSD",2013,160 kW (218 CP),Diesel, 80.300 km,automata,19.900 EUR (brut)
BMW 530d xDrive GT LED Head-Up Soft Close Komfortsit,2015,190 kW (258 CP),Diesel, 187.500 km,automata,23.900 EUR (brut) 20.084 EUR (net)
BMW 535 535D AUT. M-Tech Edit Nap Schuifdak Breyton,2010,220 kW (299 CP),Diesel, 172.520 km,automata,18.250 EUR (brut) 15.083 EUR (net)
BMW 5-serie 520d Executive AUT. *NAVI+PDC+ECC+CRUISE,2011,135 kW (184 CP),Diesel, 473.568 km,automata,10.445 EUR (brut)
BMW 530D xDrive Aut. M-Sportpaket Navi LED,2018,195 kW (265 CP),Diesel, 24.362 km,automata,47.900 EUR (brut) 40.252 EUR (net)
BMW 525d Aut. - M - Sportpaket - LCI -  Facelift -,2008,145 kW (197 CP),Diesel, 224.000 km,automata,9.700 EUR (brut)
BMW 530d xDrive Aut. M-Paket Head Up Softclos e,2014,190 kW (258 CP),Diesel, 99.000 km,automata,28.999 EUR (brut)
BMW 535d Aut.M Sport . M Paket,2012,230 kW (313 CP),Diesel, 114.000 km,automata,14.900 EUR (brut)
BMW 550i xDrive *VOLLAUSSTATTUNG*,2012,300 kW (408 CP),Benzina, 87.000 km,automata,15.990 EUR (brut)
BMW 528 i Limo F10 Automatik+Navi Prof+Leder+Xenon,2011,180 kW (245 CP),Benzina, 153.500 km,automata,15.980 EUR (brut)
BMW 530 5er Sport-Aut.,2010,180 kW (245 CP),Diesel, 168.000 km,automata,18.000 EUR (brut)
BMW 523i Aut. Navi - Tempomat,2010,150 kW (204 CP),Benzina, 147.250 km,automata,17.200 EUR (brut)
BMW 530d,2005,160 kW (218 CP),Diesel, 258.500 km,automata,5.500 EUR (brut)
BMW 525d*HEAD-UP*M-PAKET*NAVI*LEDER*,2012,160 kW (218 CP),Diesel, 109.000 km,automata,19.799 EUR (brut) 16.638 EUR (net)
BMW 535d,2006,200 kW (272 CP),Diesel, 173.600 km,automata,9.800 EUR (brut)
BMW 525d/HeadUp/SoftClose/Komfortzugang/NaviProf,2009,145 kW (197 CP),Diesel, 161.200 km,automata,9.900 EUR (brut)
BMW 525d/1.Hand/Leder/Navi Professional/Scheckheft!,2011,150 kW (204 CP),Diesel, 73.600 km,automata,16.900 EUR (brut)
BMW 525d Edition Exclusive/ Vollausstattung,2009,145 kW (197 CP),Diesel, 161.200 km,automata,9.900 EUR (brut)
BMW 520d Sport Line/Integral/360°Kam/FGP/NP 77.229‚¬,2018,140 kW (190 CP),Diesel, 26.115 km,automata,41.950 EUR (brut) 35.252 EUR (net)
"BMW 528i Luxury Line,Xenon,Kamera,PDC,Schiebedach",2014,180 kW (245 CP),Benzina, 39.582 km,manuala,23.490 EUR (brut)
"BMW 520d Aut.,Navi,Xenon,EGSD,Klimaa,AHK,1-HAND",2007,120 kW (163 CP),Diesel, 158.700 km,automata,6.600 EUR (brut)
BMW 520d,2006,120 kW (163 CP),Diesel, 184.637 km,automata,7.650 EUR (brut)
BMW 530dDiesel F10,2010,150 kW (204 CP),Diesel, 197.000 km,automata,14.800 EUR (brut)
BMW 525d Navi*Xenon*Leder*SHZ*Euro 5**,2010,150 kW (204 CP),Diesel, 225.000 km,automata,10.999 EUR (brut)
BMW 530d*5xKamera*HUP*Webasto*NightVision*SoftClose*,2013,190 kW (258 CP),Diesel, 106.250 km,automata,19.990 EUR (brut)
BMW 530d xd GT*M-Sportpaket*HeadUp*Kamera*SoftClose*,2013,180 kW (245 CP),Diesel, 98.900 km,automata,22.990 EUR (brut) 19.319 EUR (net)
BMW 520 520d Luxury Line XONEN  VOLLLEDER,2014,135 kW (184 CP),Diesel, 201.579 km,automata,14.300 EUR (brut)
BMW 530d xDrive Automatik Leder NAVI Glasdach 8X PDC,2009,173 kW (235 CP),Diesel, 157.500 km,automata,9.999 EUR (brut)
BMW 530d Sport-Aut.(M-Packet) Facelift Edit Exclusiv,2008,173 kW (235 CP),Diesel, 237.406 km,automata,11.500 EUR (brut)
BMW 520 520d,2009,120 kW (163 CP),Diesel, 172.000 km,automata,4.000 EUR (brut)
BMW 520d xDrive Luxury Line Head-Up HK HiFi DAB LED,2019,140 kW (190 CP),Diesel,0 km,automata,67.000 EUR (brut) 56.303 EUR (net)
BMW 530d M Sport Alu°Sport Line°SD°Leder-grNavi°bel-,2017,195 kW (265 CP),Diesel, 24.600 km,automata,41.900 EUR (brut) 35.210 EUR (net)
"BMW 520d M Sportpaket Aut. Navi Business 19""LM RFT",2012,135 kW (184 CP),Diesel, 122.245 km,automata,19.609 EUR (brut)
BMW 530d Limousine M Sportpaket Head-Up HiFi LED,2018,195 kW (265 CP),Diesel, 29.841 km,automata,52.390 EUR (brut) 44.025 EUR (net)
BMW 525d | Komfortsitze|Sportlenkrad|HeadUp|Navi,2011,150 kW (204 CP),Diesel, 199.900 km,automata,14.900 EUR (brut)
BMW 530d Gran Turismo Navi Prof.*Pano*Close*Kam*19`,2009,180 kW (245 CP),Diesel, 236.130 km,automata,11.799 EUR (brut) 9.915 EUR (net)
BMW 530d Gran Turismo Navi Prof. Komfortsitze HIFI,2011,180 kW (245 CP),Diesel, 215.263 km,automata,16.748 EUR (brut) 14.074 EUR (net)
BMW 520 *RS*Navi*Xen*Temp.*PDC*SHZ*Sportsi.*SD*,2010,135 kW (184 CP),Diesel, 128.620 km,automata,12.100 EUR (brut)
BMW 520i Glasdach Navi Xenon *12 Monate Garantie,2013,135 kW (184 CP),Benzina, 53.000 km,manuala,18.999 EUR (brut)
BMW 535i Sport-Aut. M5 Optik TÃœV Neu,2012,225 kW (306 CP),Benzina, 118.000 km,automata,24.500 EUR (brut)
BMW 5 Series Sedan 530d xDrive Sport Line,2018,195 kW (265 CP),Diesel, 25.500 km,automata,52.999 EUR (brut) 44.166 EUR (net)
BMW 528 528i xDrive A Luxury Line,2014,180 kW (245 CP),Benzina, 116.800 km,automata,12.999 EUR (brut)
BMW 520d Efficient Dynamics Edition,2012,135 kW (184 CP),Diesel, 88.000 km,automata,20.990 EUR (brut)
BMW 530d F10/ Head-Up/360GradCam/Selbstparken,2010,180 kW (245 CP),Diesel, 143.000 km,automata,17.900 EUR (brut)
BMW 535d M-Paket ab werk Head Up Softclose...,2007,226 kW (307 CP),Diesel, 194.000 km,automata,9.800 EUR (brut)
BMW 523i Aut.Vollausstattung,2005,130 kW (177 CP),Benzina, 164.000 km,automata,7.999 EUR (brut)
BMW 525d/NAV/TÃœV/XENON/2HAND/12M Garantie,2011,160 kW (218 CP),Diesel, 104.066 km,automata,18.800 EUR (brut)
BMW 535d,2005,200 kW (272 CP),Diesel, 283.100 km,automata,5.999 EUR (brut)
BMW 525d,2008,145 kW (197 CP),Diesel, 184.000 km,automata,10.900 EUR (brut)
BMW 525i in gutem Zustand!!!,2007,185 kW (252 CP),Benzina, 160.000 km,automata,8.450 EUR (brut)
"BMW 530d xDrive M Sportpaket 0Anz= 549,- brutto!",2018,195 kW (265 CP),Diesel, 25.729 km,automata,55.950 EUR (brut) 47.017 EUR (net)
BMW 530d xDrive 360° Kamera Xenon Leder Navi,2011,190 kW (258 CP),Diesel, 250.472 km,automata,13.950 EUR (brut) 11.723 EUR (net)
BMW 530d Luxury*NAVI*LEDER*XENON*STANDHEIZUNG mit FB,2014,190 kW (258 CP),Diesel, 157.390 km,automata,20.499 EUR (brut)
"BMW 520d M Sportpaket Glasdach 0Anz = 439,- brutto",2018,140 kW (190 CP),Diesel, 11.971 km,automata,45.950 EUR (brut) 38.613 EUR (net)
BMW 535d Lim. Navi/Leder/Xenon/PDC/SHZ,2005,200 kW (272 CP),Diesel, 146.252 km,automata,8.900 EUR (brut)
BMW 520d Aut. >NAVI+XENON+PDC+SITZHZ.+MFL+TEMPOMAT,2013,135 kW (184 CP),Diesel, 146.300 km,automata,14.750 EUR (brut)
BMW 525d Aut. Leder Navi Xenon Standh. 4x Sitzh. PDC,2011,150 kW (204 CP),Diesel, 73.537 km,automata,19.900 EUR (brut) 16.723 EUR (net)
BMW 520d Limousine *Leder*RÃ¼ckfahrkamera*,2015,140 kW (190 CP),Diesel, 96.000 km,automata,20.900 EUR (brut)
BMW 535d Sport-Aut.M paket Logic7 Hud CIC,2007,210 kW (286 CP),Diesel, 239.421 km,automata,13.999 EUR (brut)
BMW 530 xi,2006,190 kW (258 CP),Benzina, 128.000 km,automata,10.000 EUR (brut)
BMW 523i,2010,150 kW (204 CP),Benzina, 199.000 km,manuala,11.200 EUR (brut)
BMW 525d Limo Steptronic+Bi-Xenon+Navi+Leder+SHZ+HUD,2014,160 kW (218 CP),Diesel, 75.000 km,automata,22.945 EUR (brut)
BMW 530d xDrive Steptronic+Bi-Xenon +Navi Prof+ EU6,2016,190 kW (258 CP),Diesel, 135.000 km,automata,27.295 EUR (brut) 22.937 EUR (net)
"BMW 520d xDrive M Sport,Leder,SD,Standh.,HUD,ACC",2018,140 kW (190 CP),Diesel, 15.500 km,automata,48.000 EUR (brut) 40.000 EUR (net)
BMW 518d Navi Leder Xenon Sunroof Camera...,2015,110 kW (150 CP),Diesel, 54.000 km,manuala,17.190 EUR (brut) 14.445 EUR (net)
BMW 530d Steptronic M Sport +Bi-Xenon+Navi+Alcantara,2014,190 kW (258 CP),Diesel, 154.600 km,automata,22.445 EUR (brut) 18.861 EUR (net)
BMW 535d Gran Turismo Aut. +Navi+Bi-Xenon+HuD+PDC+,2011,220 kW (299 CP),Diesel, 137.000 km,automata,20.800 EUR (brut)
BMW 535d Gran Turismo Aut. +Navi+Bi-Xenon+HuD+PDC+,2011,220 kW (299 CP),Diesel, 137.000 km,automata,20.800 EUR (brut)
BMW 525d,2011,150 kW (204 CP),Diesel, 300.000 km,manuala,10.500 EUR (brut)
"BMW 520d Navi Prof 18"" Alu Klimaaut. Glasdach PDC",2015,140 kW (190 CP),Diesel, 82.494 km,automata,22.980 EUR (brut) 19.311 EUR (net)
"BMW 535d xDrive Aut.NAVI-Prof,HUD,Komf-Sit,Leder,SHZ",2011,230 kW (313 CP),Diesel, 175.000 km,automata,18.999 EUR (brut) 15.966 EUR (net)
"BMW 520d Aut.Klimaaut,Navi,Xeno,Leder,Sitzh,PDC,GSD",2010,135 kW (184 CP),Diesel, 138.000 km,automata,15.390 EUR (brut)
BMW 535d Vollausstattung Xenon Tempomat,2006,200 kW (272 CP),Diesel, 310.000 km,automata,6.000 EUR (brut)
BMW 540d xDr MSport Dr+ParkPlus AdapDr.B&O Neu106,2018,235 kW (320 CP),Diesel, 15.000 km,automata,64.800 EUR (brut) 54.454 EUR (net)
BMW 520i E60,2005,125 kW (170 CP),Benzina, 195.000 km,manuala,5.500 EUR (brut)
BMW 535iA M5-OPTIK AKRAPOVIC LEDER NAVI PROF,2010,225 kW (306 CP),Benzina, 179.199 km,automata,12.900 EUR (brut)
BMW 535d HeadUP Key-GO NaviPRO SoftCLOSE Kurvenlicht,2009,210 kW (286 CP),Diesel, 148.000 km,automata,12.850 EUR (brut)
BMW 520d,2011,135 kW (184 CP),Diesel, 143.000 km,automata,14.500 EUR (brut)
BMW 535i Sport Aut./M Sport/M Performance/20°/HUD,2016,225 kW (306 CP),Benzina, 45.950 km,automata,31.950 EUR (brut)
"BMW 520d xDrive Aut. Xenon/Navi netto 30390,-",2017,140 kW (190 CP),Diesel, 28.000 km,automata,36.468 EUR (brut) 30.390 EUR (net)
BMW 530d GT Headup RÃ¼ckfahrkamera Navi,2016,190 kW (258 CP),Diesel, 149.331 km,automata,23.950 EUR (brut) 20.126 EUR (net)
BMW 530d Aut. Euro 6,2011,180 kW (245 CP),Diesel, 184.000 km,automata,18.000 EUR (brut)
BMW 530i xDrive Aut. Luxury Line,2018,185 kW (252 CP),Benzina, 4.500 km,automata,41.000 EUR (brut)
"BMW 525d Aut. Navi-Prof Leder Xenon HUD AHK LM-18""",2011,150 kW (204 CP),Diesel, 98.000 km,automata,18.970 EUR (brut)
BMW 530D Limousine|Automatik| Individual |Leder|ACC,2016,190 kW (258 CP),Diesel, 158.040 km,automata,24.000 EUR (brut) 20.168 EUR (net)
BMW 520 520D Luxury Line Headup High Executive,2018,140 kW (190 CP),Diesel, 18.955 km,automata,44.582 EUR (brut) 36.845 EUR (net)
BMW 523i Edition Sport M | Xenon | Leder | PDC | SHZ,2009,140 kW (190 CP),Benzina, 141.000 km,manuala,12.900 EUR (brut)
BMW 520d Lim.NAVI+PDC+AHK+ALU,2012,135 kW (184 CP),Diesel, 150.000 km,manuala,13.900 EUR (brut)
BMW 520d xDrive M-SPORTPAKET LEDE BRAUN+NAVI.PROF,2014,140 kW (190 CP),Diesel, 148.852 km,automata,23.980 EUR (brut) 20.151 EUR (net)
BMW 525d,2006,130 kW (177 CP),Diesel, 379.379 km,manuala,4.500 EUR (brut)
BMW 520d Aut.Komf.sitz*BelÃ¼ft*HUD*Harman*NaviPro*S&G,2016,140 kW (190 CP),Diesel, 160.400 km,automata,21.190 EUR (brut) 17.807 EUR (net)
BMW 540i xDrive M Sport Aut.,2018,250 kW (340 CP),Benzina, 22.840 km,automata,59.990 EUR (brut) 49.992 EUR (net)
"BMW 520i A Luxury Line NAVI-PROF LEDER H&K SZHG 19""",2017,135 kW (184 CP),Benzina, 33.183 km,automata,34.999 EUR (brut) 29.411 EUR (net)
BMW 530d Luxury HEAD-UP PARK+DRIVING-ASSIST KOMFORTZ,2019,195 kW (265 CP),Diesel,0 km,automata,61.990 EUR (brut) 52.092 EUR (net)
BMW 530i xDrive Sport HEAD-UP PARK+DRIVING-ASSIST -,2019,185 kW (252 CP),Benzina,0 km,automata,55.980 EUR (brut) 47.042 EUR (net)
BMW 530d GT Aut.|HUD |Komforts.|SoftClose |Panorama|,2012,190 kW (258 CP),Diesel, 159.800 km,automata,19.790 EUR (brut)
BMW 530d Limousine Head-Up HiFi LED WLAN GSD AHK,2018,195 kW (265 CP),Diesel, 22.800 km,automata,48.840 EUR (brut) 41.042 EUR (net)
BMW 520d Limousine HiFi Navi Bus. Klimaaut. Shz PDC,2015,140 kW (190 CP),Diesel, 55.800 km,automata,22.990 EUR (brut) 19.319 EUR (net)
BMW 530d Limousine Head-Up HiFi Aktivlenkung LED,2017,195 kW (265 CP),Diesel, 9.400 km,automata,47.980 EUR (brut) 40.319 EUR (net)
BMW 530d LIMOUSINE M Sportpaket HiFi HEAD-UP DAB -,2019,195 kW (265 CP),Diesel,0 km,automata,64.490 EUR (brut) 54.193 EUR (net)
BMW 520d Head up und BI-Xenon Langstrecken...,2011,135 kW (184 CP),Diesel, 154.000 km,manuala,13.890 EUR (brut)
BMW 535i xDrive,2011,225 kW (306 CP),Benzina, 124.387 km,automata,19.990 EUR (brut)
BMW 525d Sport HEAD-UP PARK+DRIVING-ASSIST LED HIFI,2019,170 kW (231 CP),Diesel,0 km,automata,53.980 EUR (brut) 45.361 EUR (net)
BMW 535d xDrive A Luxury Line * M paket,2015,230 kW (313 CP),Diesel, 233.500 km,automata,24.200 EUR (brut) 20.000 EUR (net)
BMW 540i xDrive Lux HeadUp AktiveGR UVP82300,2017,250 kW (340 CP),Benzina, 46.590 km,automata,43.900 EUR (brut) 36.891 EUR (net)
BMW 550i xDrive M Sportpaket *NAVI*LEDER*HEAD UP*,2011,300 kW (408 CP),Benzina, 92.500 km,automata,24.999 EUR (brut) 21.008 EUR (net)
BMW 535 Gran Turismo xDrive 116.000km !Fahrbereit!,2012,220 kW (299 CP),Diesel, 116.000 km,automata,13.800 EUR (brut)
BMW 523i*2.Hand*Standheizung*,2009,140 kW (190 CP),Benzina, 139.000 km,automata,9.990 EUR (brut)
BMW 523i Aut.  Leder  Navi  Xenon,2005,130 kW (177 CP),Benzina, 165.000 km,automata,5.990 EUR (brut)
BMW 530d xDrive Luxury HEAD-UP PARK+DRIVING-ASSIST -,2019,195 kW (265 CP),Diesel,0 km,automata,63.980 EUR (brut) 53.765 EUR (net)
BMW 535d-HUP-STDH-SITZBELÃœF-MEMO-NIGHTVIS-TV-SOFTC,2007,210 kW (286 CP),Diesel, 220.133 km,automata,12.490 EUR (brut)
BMW 520 d/M-Paket/M-Performance/Vollausstattung!,2011,135 kW (184 CP),Diesel, 164.500 km,automata,18.300 EUR (brut)
BMW 520 520D M-SPORT RADAR/HUD/360CAMERA/MEMORY/NAVI,2016,140 kW (190 CP),Diesel, 179.694 km,automata,19.950 EUR (brut)
BMW 530d xDrive Aut.,2012,190 kW (258 CP),Diesel, 145.000 km,automata,18.000 EUR (brut)
BMW 540i xDrive M SPORT+PAKET+ACC+KOMFORT+5xKAM+GSD,2017,250 kW (340 CP),Benzina, 21.499 km,automata,46.900 EUR (brut) 39.412 EUR (net)
BMW 525d Lim. LEDER BRAUN+NAVI PROF+2xPDC+SHZ+EURO6,2014,160 kW (218 CP),Diesel, 99.234 km,manuala,18.900 EUR (brut) 15.882 EUR (net)
BMW 525i,2006,160 kW (218 CP),Benzina, 119.000 km,manuala,7.999 EUR (brut)
BMW 530d xDrive Luxury HUD/Totwinkel/Spurhalte,2014,190 kW (258 CP),Diesel, 150.000 km,automata,21.900 EUR (brut)
BMW 5er Lim. 525d NAVI BI-XENON STHZ SHTZ PDC,2012,160 kW (218 CP),Diesel, 139.989 km,automata,22.991 EUR (brut)
BMW 540i Aut.NightVision LED HeadUp NaviProf GA06/20,2017,250 kW (340 CP),Benzina, 85.453 km,automata,45.900 EUR (brut) 38.571 EUR (net)
BMW 525d Sport-Aut.,2011,150 kW (204 CP),Diesel, 128.000 km,automata,17.500 EUR (brut)
BMW 535iA Gran Turismo /xDrive/Nur 53.000Km°Wie NEU,2012,225 kW (306 CP),Benzina, 53.000 km,automata,21.480 EUR (brut)
BMW 535i/F10/Leder/NAVI PROF/Xenon/SD/6 Gang,2010,225 kW (306 CP),Benzina, 115.000 km,manuala,17.900 EUR (brut)
BMW 530iA/Nur 26.000KM/1 Hand/RENTNER/Leder/NAVI/XEN,2013,200 kW (272 CP),Benzina, 26.000 km,automata,28.900 EUR (brut)
BMW 520d Limousine Leder*Navi*Xenon*Keyless*Soft*HUD,2008,130 kW (177 CP),Diesel, 134.000 km,manuala,9.999 EUR (brut)
BMW 525d Sport-Aut. M Paket 19Zoll EU6,2015,160 kW (218 CP),Diesel, 69.049 km,automata,25.900 EUR (brut)
BMW 528i/Navi Pro/Xenon/Sportsitze/Head-Up/PDC,2011,180 kW (245 CP),Benzina, 107.000 km,automata,16.800 EUR (brut)
BMW 530d xDrive M Sport Paket *Voll-360°Kam.-GSD*,2011,190 kW (258 CP),Diesel, 125.000 km,automata,22.999 EUR (brut)
BMW 530d xDrive M-SPORT LASER*N-VISION*MASSAGE*3xDVD,2018,195 kW (265 CP),Diesel, 28.000 km,automata,60.690 EUR (brut) 51.000 EUR (net)
BMW 530d Sport-Aut. M Paket,2008,173 kW (235 CP),Diesel, 265.000 km,automata,9.990 EUR (brut)
BMW 520d GT*Luxury*Komfortsitze*Panoramadach*Head-up,2015,135 kW (184 CP),Diesel, 198.414 km,automata,20.218 EUR (brut) 16.990 EUR (net)
BMW 520GT*Komfortsitze*Harman-Kardon*Panoram*Head-up,2013,135 kW (184 CP),Diesel, 197.929 km,automata,18.445 EUR (brut) 15.500 EUR (net)
"BMW 525xd hud camera comfortsitze,",2014,160 kW (218 CP),Diesel, 204.000 km,automata,7.700 EUR (brut) 6.471 EUR (net)
BMW 520d Xenon PDC,2006,120 kW (163 CP),Diesel, 193.107 km,automata,6.490 EUR (brut)
BMW 535i xDrive Aut. HEAD-UP+STDH.+XENON+PDC+NAVI,2012,225 kW (306 CP),Benzina, 148.951 km,automata,21.900 EUR (brut)
BMW 5 Series Sedan 530d xDrive,2016,190 kW (258 CP),Diesel, 67.700 km,automata,31.499 EUR (brut) 26.249 EUR (net)
BMW 530d xDr.Sport Standh.AHK ACC Komf-Sitz+Bel.Park,2018,195 kW (265 CP),Diesel, 24.563 km,automata,48.888 EUR (brut) 41.082 EUR (net)
BMW 530d Standh.Komf-Sitz+Bel.ACC Akt-Lenk.Park+ AHK,2018,195 kW (265 CP),Diesel, 25.133 km,automata,50.999 EUR (brut) 42.856 EUR (net)
